1,2
2,6
3,3
4,2
5,2
6,0
7,8
8,1
9,2
10,0
11,5
12,10
13,3
14,5
15,2
16,6
17,2
18,2
19,1
20,3
21,9
22,2
23,0
24,5
25,8
26,4
27,1
28,3
29,9
30,3
31,0
32,3
33,5
34,0
35,0
36,0
37,3
38,8
39,2
40,1
41,4
42,3
43,0
44,0
45,4
46,5
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,5
56,5
57,1
58,1
59,3
60,2
61,3
62,3
63,7
64,3
65,9
66,3
67,0
68,4
69,5
70,9
71,0
72,1
73,0
74,1
75,1
76,2
77,1
78,0
79,1
80,2
81,0
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,6
90,0
91,5
92,2
93,0
94,0
95,2
96,0
97,4
98,2
99,5
100,0
101,0
102,0
103,0
104,0
105,5
106,0
107,0
108,0
109,2
110,0
111,3
112,6
113,6
114,4
115,3
116,6
117,1
118,7
119,0
120,4
121,1
122,0
123,6
124,3
125,2
126,2
127,7
128,0
129,7
130,0
131,4
132,0
133,1
134,0
135,12
136,2
137,1
138,3
139,0
140,6
141,5
142,4
143,11
144,3
145,0
146,0
147,6
148,1
149,2
150,4
151,2
152,2
153,1
154,8
155,4
156,12
157,7
158,3
159,0
160,3
161,0
162,3
163,0
164,0
165,0
166,2
167,11
168,0
169,0
170,2
171,4
172,5
173,4
174,12
175,0
176,3
177,9
178,1
179,0
180,0
181,4
182,7
183,0
184,2
185,4
186,2
187,4
188,2
189,9
190,4
191,2
192,0
193,0
194,2
195,0
196,0
197,1
198,3
199,2
200,3
201,3
202,7
203,3
204,9
205,3
206,5
207,0
208,5
209,4
210,1
211,5
212,1
213,9
214,3
215,0
216,1
217,0
218,1
219,1
220,2
221,1
222,0
223,1
224,2
225,0
226,0
227,1
228,1
229,0
230,0
231,0
232,0
233,6
234,0
235,5
236,2
237,0
238,0
239,2
240,0
241,4
242,2
243,5
244,0
245,0
246,0
247,0
248,0
249,5
250,0
251,0
252,0
253,2
254,0
255,3
256,6
257,6
258,4
259,3
260,6
261,1
262,7
263,0
264,4
265,1
266,0
267,6
268,3
269,2
270,2
271,7
272,0
273,7
274,0
275,4
276,0
277,1
278,0
279,12
280,2
281,1
282,3
283,0
284,6
285,5
286,4
287,11
288,3
289,0
290,0
291,6
292,1
293,2
294,4
295,2
296,2
297,1
298,8
299,4
300,12
301,7
302,3
303,0
304,3
305,0
306,3
307,0
308,0
309,0
310,2
311,11
312,0
313,0
314,2
315,4
316,5
317,4
318,12
319,2
320,0
321,3
322,6
323,3
324,9
325,2
326,1
327,2
328,0
329,0
330,0
331,8
332,4
333,1
334,7
335,2
336,0
337,0
338,2
339,5
340,4
341,10
342,2
343,4
344,3
345,2
346,5
347,9
348,2
349,4
350,6
351,2
352,2
353,0
354,2
355,0
356,1
357,2
358,3
359,0
360,9
361,0
362,2
363,0
364,1
365,5
366,3
367,8
368,4
369,1
370,3
371,9
372,3
373,0
374,3
375,5
376,0
377,0
378,0
379,3
380,8
381,2
382,1
383,4
384,3
385,0
386,0
387,4
388,5
389,0
390,1
391,1
392,0
393,0
394,0
395,0
396,0
