1,10.1
2,22.86
3,14.85
4,11.57
5,8.09
6,12.76
7,15.52
8,68.02
9,91.72
10,4.41
11,12.77
12,23.83
13,28.42
14,7.8
15,14.8
16,12.5
17,9.31
18,9.27
19,6.88
20,17.09
21,16.8
22,11.98
23,8.26
24,24.86
25,18.55
26,15.34
27,16.68
28,17.74
29,14.06
30,55.26
31,8.96
32,37.77
33,29.06
34,21.21
35,7.41
36,16.67
37,25.19
38,7.22
39,21.74
40,24.81
41,18.58
42,49.48
43,15.72
44,12.44
45,12.45
46,13.31
47,8.58
48,7.59
49,55.04
50,18.4
51,10.81
52,54.1
53,9.82
54,23.23
55,4.19
56,11.28
57,6.55
58,25.52
59,7.54
60,19.5
61,10.02
62,22.01
63,15.78
64,9.12
65,11.33
66,17.86
67,11.44
68,16.7
69,31.23
70,9.57
71,38.71
72,11.06
73,7.22
74,45.89
75,11.01
76,12.84
77,15
78,27.39
79,8.53
80,21.39
81,27.41
82,65.54
83,9.41
84,11.15
85,10.1
86,22.58
87,12.14
88,12.59
89,41.59
90,4.55
91,60.06
92,44.08
93,20.58
94,19.08
95,25.45
96,10.18
97,16.16
98,14.19
99,18.58
100,9.57
101,16.36
102,26.07
103,8.58
104,21.39
105,28.41
106,64.36
107,9.43
108,9.59
109,22.58
110,11.18
111,11.45
112,42.2
113,4.59
114,60.07
115,43
116,21
117,19.07
118,24.59
119,10.54
120,11.2
121,14.42
122,14
123,16.16
124,13.5
125,18.36
126,9.41
127,16.36
128,16.54
129,11.24
130,8
131,10.06
132,6.07
133,14.86
134,34.65
135,6.76
136,12.65
137,6.08
138,39.92
139,19.2
140,9.09
141,11.82
142,17.78
143,9.61
144,11.14
145,6.65
146,29.17
147,11.39
148,6.42
149,12.85
150,6.96
151,29.98
152,10.96
153,16.83
154,53.11
155,26.33
156,28.89
157,20.73
158,17.38
159,18.79
160,26.13
161,31.87
162,13.38
163,10.31
164,39.7
