ID Nummer,Schicht,Datum,Anwesend
ID54954,Nachmittagsschicht,14.05.2016,1
ID54954,Nachmittagsschicht,16.05.2016,1
ID54954,Nachmittagsschicht,18.05.2016,1
ID54954,Nachmittagsschicht,21.05.2016,1
ID54954,Nachmittagsschicht,24.05.2016,1
ID54954,Nachmittagsschicht,30.05.2016,1
ID54954,Nachmittagsschicht,02.06.2016,1
ID54954,Nachmittagsschicht,04.06.2016,1
ID54954,Nachmittagsschicht,06.06.2016,1
ID54954,Nachmittagsschicht,07.06.2016,1
ID54954,Nachmittagsschicht,08.06.2016,1
ID54954,Nachmittagsschicht,10.06.2016,1
ID54954,Nachmittagsschicht,11.06.2016,1
ID54954,Nachmittagsschicht,16.06.2016,1
ID54954,Nachmittagsschicht,30.06.2016,1
ID54954,Nachmittagsschicht,01.07.2016,1
ID54954,Nachmittagsschicht,04.07.2016,1
ID54954,Nachmittagsschicht,06.07.2016,1
ID54954,Nachmittagsschicht,08.07.2016,1
ID54954,Nachmittagsschicht,09.07.2016,1
ID54954,Nachmittagsschicht,19.07.2016,1
ID54954,Nachmittagsschicht,20.07.2016,1
ID54954,Nachmittagsschicht,21.07.2016,1
ID54954,Nachmittagsschicht,28.07.2016,1
ID54954,Nachmittagsschicht,29.07.2016,1
ID54954,Nachmittagsschicht,06.08.2016,1
ID54954,Nachmittagsschicht,08.08.2016,1
ID54954,Nachmittagsschicht,08.09.2016,1
ID54954,Nachmittagsschicht,14.10.2016,1
ID54954,Nachmittagsschicht,14.11.2016,1
ID54954,Nachmittagsschicht,16.11.2016,1
ID54954,Nachmittagsschicht,17.11.2016,1
ID54954,Nachmittagsschicht,18.11.2016,1
ID54954,Nachmittagsschicht,19.11.2016,1
ID54954,Nachmittagsschicht,24.11.2016,1
ID54954,Nachmittagsschicht,29.11.2016,1
ID54954,Nachmittagsschicht,05.12.2016,1
ID54954,Nachmittagsschicht,08.12.2016,1
ID54954,Nachmittagsschicht,10.12.2016,1
ID54954,Nachmittagsschicht,14.12.2016,1
ID54954,Nachmittagsschicht,15.12.2016,1
ID54954,Nachmittagsschicht,21.12.2016,1
ID54954,Nachmittagsschicht,25.12.2016,1
ID93807,Morgenschicht,09.05.2016,1
ID93807,Morgenschicht,13.05.2016,1
ID93807,Morgenschicht,14.05.2016,1
ID93807,Morgenschicht,20.05.2016,1
ID93807,Morgenschicht,01.06.2016,1
ID93807,Morgenschicht,03.06.2016,1
ID93807,Morgenschicht,04.06.2016,1
ID93807,Morgenschicht,16.06.2016,1
ID93807,Morgenschicht,29.06.2016,1
ID93807,Morgenschicht,05.07.2016,1
ID93807,Morgenschicht,29.07.2016,1
ID93807,Morgenschicht,30.07.2016,1
ID93807,Morgenschicht,13.08.2016,1
ID93807,Morgenschicht,03.09.2016,1
ID93807,Morgenschicht,16.09.2016,1
ID93807,Morgenschicht,18.10.2016,1
ID93807,Morgenschicht,22.10.2016,1
ID93807,Morgenschicht,28.10.2016,1
ID93807,Morgenschicht,01.11.2016,1
ID93807,Morgenschicht,04.11.2016,1
ID93807,Morgenschicht,12.11.2016,1
ID93807,Morgenschicht,10.12.2016,1
ID93807,Morgenschicht,20.12.2016,1
ID93807,Morgenschicht,21.12.2016,1
ID93807,Morgenschicht,26.12.2016,1
ID93807,Morgenschicht,29.12.2016,1
ID93807,Morgenschicht,30.12.2016,1
ID93807,Morgenschicht,01.01.2017,1
ID93807,Morgenschicht,21.01.2017,1
ID93807,Morgenschicht,01.02.2017,1
ID93807,Morgenschicht,02.02.2017,1
ID93807,Morgenschicht,11.02.2017,1
ID93807,Morgenschicht,01.03.2017,1
ID93807,Morgenschicht,02.03.2017,1
ID93807,Morgenschicht,03.03.2017,1
ID93807,Morgenschicht,06.03.2017,1
ID93807,Morgenschicht,07.03.2017,1
ID93807,Morgenschicht,08.03.2017,1
ID93807,Morgenschicht,13.03.2017,1
ID93807,Morgenschicht,14.03.2017,1
ID93807,Morgenschicht,18.03.2017,1
ID93807,Morgenschicht,20.03.2017,1
ID93807,Morgenschicht,21.03.2017,1
ID93807,Morgenschicht,22.03.2017,1
ID93807,Morgenschicht,23.03.2017,1
ID93807,Morgenschicht,25.03.2017,1
ID93807,Morgenschicht,30.03.2017,1
ID93807,Morgenschicht,03.04.2017,1
ID93807,Morgenschicht,04.04.2017,1
ID93807,Morgenschicht,07.04.2017,1
ID93807,Nachmittagsschicht,10.05.2016,1
ID93807,Nachmittagsschicht,25.05.2016,1
ID93807,Nachmittagsschicht,26.05.2016,1
ID93807,Nachmittagsschicht,30.05.2016,1
ID93807,Nachmittagsschicht,31.05.2016,1
ID93807,Nachmittagsschicht,06.06.2016,1
ID93807,Nachmittagsschicht,08.06.2016,1
ID93807,Nachmittagsschicht,13.06.2016,1
ID93807,Nachmittagsschicht,17.06.2016,1
ID93807,Nachmittagsschicht,28.06.2016,1
ID93807,Nachmittagsschicht,22.08.2016,1
ID93807,Nachmittagsschicht,26.08.2016,1
ID93807,Nachmittagsschicht,27.08.2016,1
ID93807,Nachmittagsschicht,05.09.2016,1
ID93807,Nachmittagsschicht,09.09.2016,1
ID93807,Nachmittagsschicht,21.09.2016,1
ID93807,Nachmittagsschicht,26.09.2016,1
ID93807,Nachmittagsschicht,13.10.2016,1
ID93807,Nachmittagsschicht,15.10.2016,1
ID93807,Nachmittagsschicht,20.10.2016,1
ID93807,Nachmittagsschicht,24.10.2016,1
ID93807,Nachmittagsschicht,15.11.2016,1
ID93807,Nachmittagsschicht,16.11.2016,1
ID93807,Nachmittagsschicht,24.11.2016,1
ID93807,Nachmittagsschicht,26.11.2016,1
ID93807,Nachmittagsschicht,28.11.2016,1
ID93807,Nachmittagsschicht,08.12.2016,1
ID93807,Nachmittagsschicht,19.12.2016,1
ID93807,Nachmittagsschicht,25.12.2016,1
ID93807,Nachmittagsschicht,16.01.2017,1
ID93807,Nachmittagsschicht,18.01.2017,1
ID93807,Nachmittagsschicht,24.01.2017,1
ID93807,Nachmittagsschicht,25.01.2017,1
ID93807,Nachmittagsschicht,30.01.2017,1
ID93807,Nachmittagsschicht,07.02.2017,1
ID93807,Nachmittagsschicht,08.02.2017,1
ID93807,Nachmittagsschicht,10.02.2017,1
ID93807,Nachmittagsschicht,20.02.2017,1
ID93807,Nachmittagsschicht,25.02.2017,1
ID93807,Nachmittagsschicht,04.03.2017,1
ID93807,Nachmittagsschicht,15.03.2017,1
ID93807,Nachmittagsschicht,24.03.2017,1
ID93807,Nachmittagsschicht,27.03.2017,1
ID93807,Nachmittagsschicht,28.03.2017,1
ID93807,Nachmittagsschicht,29.03.2017,1
ID93807,Nachmittagsschicht,05.04.2017,1
ID75201,Morgenschicht,09.05.2016,1
ID75201,Morgenschicht,12.05.2016,1
ID75201,Morgenschicht,14.05.2016,1
ID75201,Morgenschicht,19.05.2016,1
ID75201,Morgenschicht,24.05.2016,1
ID75201,Morgenschicht,25.05.2016,1
ID75201,Morgenschicht,27.05.2016,1
ID75201,Morgenschicht,04.06.2016,1
ID75201,Morgenschicht,06.06.2016,1
ID75201,Morgenschicht,08.06.2016,1
ID75201,Morgenschicht,09.06.2016,1
ID75201,Morgenschicht,10.06.2016,1
ID75201,Morgenschicht,21.06.2016,1
ID75201,Morgenschicht,25.06.2016,1
ID75201,Morgenschicht,29.06.2016,1
ID75201,Morgenschicht,30.06.2016,1
ID75201,Morgenschicht,04.07.2016,1
ID75201,Morgenschicht,05.07.2016,1
ID75201,Morgenschicht,07.07.2016,1
ID75201,Morgenschicht,08.07.2016,1
ID75201,Morgenschicht,15.07.2016,1
ID75201,Morgenschicht,16.07.2016,1
ID75201,Morgenschicht,21.07.2016,1
ID75201,Morgenschicht,25.07.2016,1
ID75201,Morgenschicht,26.07.2016,1
ID75201,Morgenschicht,28.07.2016,1
ID75201,Morgenschicht,06.08.2016,1
ID75201,Morgenschicht,08.08.2016,1
ID75201,Morgenschicht,11.08.2016,1
ID75201,Morgenschicht,16.08.2016,1
ID75201,Morgenschicht,29.08.2016,1
ID75201,Morgenschicht,03.09.2016,1
ID75201,Morgenschicht,09.09.2016,1
ID75201,Morgenschicht,15.09.2016,1
ID75201,Morgenschicht,16.09.2016,1
ID75201,Nachmittagsschicht,11.05.2016,1
ID75201,Nachmittagsschicht,20.05.2016,1
ID75201,Nachmittagsschicht,21.05.2016,1
ID75201,Nachmittagsschicht,26.05.2016,1
ID75201,Nachmittagsschicht,01.06.2016,1
ID75201,Nachmittagsschicht,02.06.2016,1
ID75201,Nachmittagsschicht,18.06.2016,1
ID75201,Nachmittagsschicht,20.06.2016,1
ID75201,Nachmittagsschicht,23.06.2016,1
ID75201,Nachmittagsschicht,24.06.2016,1
ID75201,Nachmittagsschicht,09.07.2016,1
ID75201,Nachmittagsschicht,11.07.2016,1
ID75201,Nachmittagsschicht,13.07.2016,1
ID75201,Nachmittagsschicht,18.07.2016,1
ID75201,Nachmittagsschicht,19.07.2016,1
ID75201,Nachmittagsschicht,20.07.2016,1
ID75201,Nachmittagsschicht,29.07.2016,1
ID75201,Nachmittagsschicht,02.08.2016,1
ID75201,Nachmittagsschicht,03.08.2016,1
ID75201,Nachmittagsschicht,09.08.2016,1
ID75201,Nachmittagsschicht,20.08.2016,1
ID75201,Nachmittagsschicht,30.08.2016,1
ID75201,Nachmittagsschicht,17.09.2016,1
ID70101,Morgenschicht,15.06.2016,1
ID70101,Morgenschicht,18.06.2016,1
ID70101,Morgenschicht,20.06.2016,1
ID70101,Morgenschicht,22.06.2016,1
ID70101,Morgenschicht,30.06.2016,1
ID70101,Morgenschicht,19.07.2016,1
ID70101,Morgenschicht,27.07.2016,1
ID70101,Morgenschicht,04.08.2016,1
ID70101,Morgenschicht,11.08.2016,1
ID70101,Morgenschicht,12.08.2016,1
ID70101,Morgenschicht,17.08.2016,1
ID70101,Morgenschicht,18.08.2016,1
ID70101,Morgenschicht,25.08.2016,1
ID70101,Morgenschicht,26.08.2016,1
ID70101,Morgenschicht,30.08.2016,1
ID70101,Morgenschicht,13.09.2016,1
ID70101,Nachmittagsschicht,14.06.2016,1
ID70101,Nachmittagsschicht,21.06.2016,1
ID70101,Nachmittagsschicht,23.06.2016,1
ID70101,Nachmittagsschicht,24.06.2016,1
ID70101,Nachmittagsschicht,25.06.2016,1
ID70101,Nachmittagsschicht,01.07.2016,1
ID70101,Nachmittagsschicht,02.07.2016,1
ID70101,Nachmittagsschicht,04.07.2016,1
ID70101,Nachmittagsschicht,06.07.2016,1
ID70101,Nachmittagsschicht,07.07.2016,1
ID70101,Nachmittagsschicht,08.07.2016,1
ID70101,Nachmittagsschicht,14.07.2016,1
ID70101,Nachmittagsschicht,20.07.2016,1
ID70101,Nachmittagsschicht,21.07.2016,1
ID70101,Nachmittagsschicht,30.07.2016,1
ID70101,Nachmittagsschicht,01.08.2016,1
ID70101,Nachmittagsschicht,02.08.2016,1
ID70101,Nachmittagsschicht,05.08.2016,1
ID70101,Nachmittagsschicht,10.08.2016,1
ID70101,Nachmittagsschicht,13.08.2016,1
ID70101,Nachmittagsschicht,16.08.2016,1
ID70101,Nachmittagsschicht,19.08.2016,1
ID70101,Nachmittagsschicht,20.08.2016,1
ID70101,Nachmittagsschicht,31.08.2016,1
ID70101,Nachmittagsschicht,01.09.2016,1
ID70101,Nachmittagsschicht,02.09.2016,1
ID70101,Nachmittagsschicht,08.09.2016,1
ID89151,Morgenschicht,20.06.2016,1
ID89151,Morgenschicht,21.06.2016,1
ID89151,Morgenschicht,24.06.2016,1
ID89151,Morgenschicht,27.06.2016,1
ID89151,Morgenschicht,29.06.2016,1
ID89151,Morgenschicht,30.06.2016,1
ID89151,Morgenschicht,01.07.2016,1
ID89151,Morgenschicht,02.07.2016,1
ID89151,Morgenschicht,06.07.2016,1
ID89151,Morgenschicht,08.07.2016,1
ID89151,Morgenschicht,09.07.2016,1
ID89151,Morgenschicht,11.07.2016,1
ID89151,Morgenschicht,12.07.2016,1
ID89151,Morgenschicht,13.07.2016,1
ID89151,Morgenschicht,04.08.2016,1
ID89151,Morgenschicht,05.08.2016,1
ID89151,Morgenschicht,20.08.2016,1
ID89151,Morgenschicht,22.08.2016,1
ID89151,Morgenschicht,30.08.2016,1
ID89151,Morgenschicht,31.08.2016,1
ID89151,Morgenschicht,06.09.2016,1
ID89151,Nachmittagsschicht,18.06.2016,1
ID89151,Nachmittagsschicht,22.06.2016,1
ID89151,Nachmittagsschicht,23.06.2016,1
ID89151,Nachmittagsschicht,25.06.2016,1
ID89151,Nachmittagsschicht,28.06.2016,1
ID89151,Nachmittagsschicht,05.07.2016,1
ID89151,Nachmittagsschicht,07.07.2016,1
ID89151,Nachmittagsschicht,14.07.2016,1
ID89151,Nachmittagsschicht,15.07.2016,1
ID89151,Nachmittagsschicht,02.08.2016,1
ID89151,Nachmittagsschicht,11.08.2016,1
ID89151,Nachmittagsschicht,13.08.2016,1
ID89151,Nachmittagsschicht,15.08.2016,1
ID89151,Nachmittagsschicht,17.08.2016,1
ID89151,Nachmittagsschicht,23.08.2016,1
ID73165,Morgenschicht,27.06.2016,1
ID73165,Morgenschicht,02.07.2016,1
ID73165,Morgenschicht,11.07.2016,1
ID73165,Morgenschicht,16.07.2016,1
ID73165,Morgenschicht,20.07.2016,1
ID73165,Morgenschicht,23.07.2016,1
ID73165,Morgenschicht,19.08.2016,1
ID73165,Morgenschicht,23.08.2016,1
ID73165,Morgenschicht,27.08.2016,1
ID73165,Morgenschicht,05.09.2016,1
ID73165,Morgenschicht,06.09.2016,1
ID73165,Morgenschicht,09.09.2016,1
ID73165,Morgenschicht,17.09.2016,1
ID73165,Morgenschicht,20.09.2016,1
ID73165,Morgenschicht,11.10.2016,1
ID73165,Morgenschicht,13.10.2016,1
ID73165,Morgenschicht,19.10.2016,1
ID73165,Morgenschicht,20.10.2016,1
ID73165,Morgenschicht,18.11.2016,1
ID73165,Morgenschicht,12.12.2016,1
ID73165,Morgenschicht,14.12.2016,1
ID73165,Morgenschicht,09.01.2017,1
ID73165,Morgenschicht,14.01.2017,1
ID73165,Morgenschicht,16.01.2017,1
ID73165,Morgenschicht,08.02.2017,1
ID73165,Morgenschicht,16.02.2017,1
ID73165,Morgenschicht,21.02.2017,1
ID73165,Morgenschicht,09.03.2017,1
ID73165,Morgenschicht,10.03.2017,1
ID73165,Nachmittagsschicht,29.06.2016,1
ID73165,Nachmittagsschicht,05.07.2016,1
ID73165,Nachmittagsschicht,13.07.2016,1
ID73165,Nachmittagsschicht,17.08.2016,1
ID73165,Nachmittagsschicht,25.08.2016,1
ID73165,Nachmittagsschicht,29.08.2016,1
ID73165,Nachmittagsschicht,13.09.2016,1
ID73165,Nachmittagsschicht,16.09.2016,1
ID73165,Nachmittagsschicht,19.09.2016,1
ID73165,Nachmittagsschicht,24.09.2016,1
ID73165,Nachmittagsschicht,28.09.2016,1
ID73165,Nachmittagsschicht,01.10.2016,1
ID73165,Nachmittagsschicht,08.10.2016,1
ID73165,Nachmittagsschicht,17.10.2016,1
ID73165,Nachmittagsschicht,18.10.2016,1
ID73165,Nachmittagsschicht,26.10.2016,1
ID73165,Nachmittagsschicht,29.10.2016,1
ID73165,Nachmittagsschicht,31.10.2016,1
ID73165,Nachmittagsschicht,01.11.2016,1
ID73165,Nachmittagsschicht,02.11.2016,1
ID73165,Nachmittagsschicht,07.11.2016,1
ID73165,Nachmittagsschicht,09.11.2016,1
ID73165,Nachmittagsschicht,12.11.2016,1
ID73165,Nachmittagsschicht,17.11.2016,1
ID73165,Nachmittagsschicht,21.11.2016,1
ID73165,Nachmittagsschicht,29.11.2016,1
ID73165,Nachmittagsschicht,02.12.2016,1
ID73165,Nachmittagsschicht,15.12.2016,1
ID73165,Nachmittagsschicht,22.12.2016,1
ID73165,Nachmittagsschicht,24.12.2016,1
ID73165,Nachmittagsschicht,31.12.2016,1
ID73165,Nachmittagsschicht,04.01.2017,1
ID73165,Nachmittagsschicht,05.01.2017,1
ID73165,Nachmittagsschicht,06.01.2017,1
ID73165,Nachmittagsschicht,10.01.2017,1
ID73165,Nachmittagsschicht,23.01.2017,1
ID73165,Nachmittagsschicht,27.01.2017,1
ID73165,Nachmittagsschicht,31.01.2017,1
ID73165,Nachmittagsschicht,01.02.2017,1
ID73165,Nachmittagsschicht,03.02.2017,1
ID73165,Nachmittagsschicht,11.02.2017,1
ID73165,Nachmittagsschicht,13.02.2017,1
ID73165,Nachmittagsschicht,14.02.2017,1
ID73165,Nachmittagsschicht,27.02.2017,1
ID73165,Nachmittagsschicht,28.02.2017,1
ID73165,Nachmittagsschicht,01.03.2017,1
ID73165,Nachmittagsschicht,03.03.2017,1
ID67139,Morgenschicht,08.07.2016,1
ID67139,Morgenschicht,13.07.2016,1
ID67139,Morgenschicht,18.07.2016,1
ID67139,Morgenschicht,25.07.2016,1
ID67139,Morgenschicht,02.08.2016,1
ID67139,Morgenschicht,06.08.2016,1
ID67139,Morgenschicht,08.08.2016,1
ID67139,Morgenschicht,05.10.2016,1
ID67139,Morgenschicht,12.10.2016,1
ID67139,Morgenschicht,14.10.2016,1
ID67139,Morgenschicht,17.10.2016,1
ID67139,Morgenschicht,21.10.2016,1
ID67139,Morgenschicht,24.10.2016,1
ID67139,Morgenschicht,02.11.2016,1
ID67139,Morgenschicht,08.11.2016,1
ID67139,Morgenschicht,09.11.2016,1
ID67139,Morgenschicht,14.11.2016,1
ID67139,Morgenschicht,15.11.2016,1
ID67139,Morgenschicht,26.11.2016,1
ID67139,Morgenschicht,13.12.2016,1
ID67139,Morgenschicht,24.12.2016,1
ID67139,Morgenschicht,28.12.2016,1
ID67139,Morgenschicht,27.01.2017,1
ID67139,Morgenschicht,28.01.2017,1
ID67139,Morgenschicht,31.01.2017,1
ID67139,Morgenschicht,27.02.2017,1
ID67139,Morgenschicht,04.03.2017,1
ID67139,Morgenschicht,15.03.2017,1
ID67139,Morgenschicht,16.03.2017,1
ID67139,Morgenschicht,24.03.2017,1
ID67139,Morgenschicht,29.03.2017,1
ID67139,Morgenschicht,31.03.2017,1
ID67139,Morgenschicht,01.04.2017,1
ID67139,Morgenschicht,05.04.2017,1
ID67139,Morgenschicht,10.04.2017,1
ID67139,Morgenschicht,11.04.2017,1
ID67139,Morgenschicht,14.04.2017,1
ID67139,Morgenschicht,15.04.2017,1
ID67139,Nachmittagsschicht,12.07.2016,1
ID67139,Nachmittagsschicht,16.07.2016,1
ID67139,Nachmittagsschicht,19.07.2016,1
ID67139,Nachmittagsschicht,28.07.2016,1
ID67139,Nachmittagsschicht,29.07.2016,1
ID67139,Nachmittagsschicht,04.08.2016,1
ID67139,Nachmittagsschicht,03.09.2016,1
ID67139,Nachmittagsschicht,06.09.2016,1
ID67139,Nachmittagsschicht,07.09.2016,1
ID67139,Nachmittagsschicht,10.09.2016,1
ID67139,Nachmittagsschicht,12.09.2016,1
ID67139,Nachmittagsschicht,17.09.2016,1
ID67139,Nachmittagsschicht,04.10.2016,1
ID67139,Nachmittagsschicht,06.10.2016,1
ID67139,Nachmittagsschicht,10.10.2016,1
ID67139,Nachmittagsschicht,19.10.2016,1
ID67139,Nachmittagsschicht,22.10.2016,1
ID67139,Nachmittagsschicht,25.10.2016,1
ID67139,Nachmittagsschicht,28.10.2016,1
ID67139,Nachmittagsschicht,04.11.2016,1
ID67139,Nachmittagsschicht,18.11.2016,1
ID67139,Nachmittagsschicht,22.11.2016,1
ID67139,Nachmittagsschicht,01.12.2016,1
ID67139,Nachmittagsschicht,06.12.2016,1
ID67139,Nachmittagsschicht,10.12.2016,1
ID67139,Nachmittagsschicht,14.12.2016,1
ID67139,Nachmittagsschicht,17.12.2016,1
ID67139,Nachmittagsschicht,20.12.2016,1
ID67139,Nachmittagsschicht,01.01.2017,1
ID67139,Nachmittagsschicht,02.01.2017,1
ID67139,Nachmittagsschicht,13.01.2017,1
ID67139,Nachmittagsschicht,19.01.2017,1
ID67139,Nachmittagsschicht,20.01.2017,1
ID67139,Nachmittagsschicht,02.02.2017,1
ID67139,Nachmittagsschicht,09.02.2017,1
ID67139,Nachmittagsschicht,16.02.2017,1
ID67139,Nachmittagsschicht,21.02.2017,1
ID67139,Nachmittagsschicht,22.02.2017,1
ID67139,Nachmittagsschicht,24.02.2017,1
ID67139,Nachmittagsschicht,09.03.2017,1
ID67139,Nachmittagsschicht,11.03.2017,1
ID67139,Nachmittagsschicht,14.03.2017,1
ID67139,Nachmittagsschicht,17.03.2017,1
ID67139,Nachmittagsschicht,20.03.2017,1
ID67139,Nachmittagsschicht,25.03.2017,1
ID67139,Nachmittagsschicht,30.03.2017,1
ID67139,Nachmittagsschicht,03.04.2017,1
ID67139,Nachmittagsschicht,06.04.2017,1
ID67139,Nachmittagsschicht,07.04.2017,1
ID67139,Nachmittagsschicht,08.04.2017,1
ID67139,Nachmittagsschicht,12.04.2017,1
ID67139,Nachmittagsschicht,13.04.2017,1
ID40885,Morgenschicht,14.07.2016,1
ID40885,Morgenschicht,16.07.2016,1
ID40885,Morgenschicht,19.07.2016,1
ID40885,Morgenschicht,21.07.2016,1
ID40885,Morgenschicht,25.07.2016,1
ID40885,Morgenschicht,26.07.2016,1
ID40885,Morgenschicht,28.07.2016,1
ID40885,Morgenschicht,29.07.2016,1
ID40885,Morgenschicht,30.07.2016,1
ID40885,Morgenschicht,02.08.2016,1
ID40885,Morgenschicht,06.08.2016,1
ID40885,Morgenschicht,08.08.2016,1
ID40885,Morgenschicht,10.08.2016,1
ID40885,Morgenschicht,11.08.2016,1
ID40885,Morgenschicht,12.08.2016,1
ID40885,Morgenschicht,13.08.2016,1
ID40885,Morgenschicht,16.08.2016,1
ID40885,Morgenschicht,17.08.2016,1
ID40885,Morgenschicht,19.08.2016,1
ID40885,Morgenschicht,23.08.2016,1
ID40885,Morgenschicht,24.08.2016,1
ID40885,Morgenschicht,25.08.2016,1
ID40885,Morgenschicht,01.09.2016,1
ID40885,Morgenschicht,02.09.2016,1
ID40885,Morgenschicht,05.09.2016,1
ID40885,Morgenschicht,07.09.2016,1
ID40885,Morgenschicht,08.09.2016,1
ID40885,Morgenschicht,13.09.2016,1
ID40885,Morgenschicht,15.09.2016,1
ID40885,Morgenschicht,16.09.2016,1
ID40885,Morgenschicht,20.09.2016,1
ID40885,Morgenschicht,21.09.2016,1
ID40885,Morgenschicht,23.09.2016,1
ID40885,Morgenschicht,24.09.2016,1
ID40885,Morgenschicht,28.09.2016,1
ID40885,Morgenschicht,30.09.2016,1
ID40885,Morgenschicht,07.10.2016,1
ID40885,Morgenschicht,08.10.2016,1
ID40885,Morgenschicht,12.10.2016,1
ID40885,Morgenschicht,14.10.2016,1
ID40885,Morgenschicht,20.10.2016,1
ID40885,Morgenschicht,03.11.2016,1
ID40885,Nachmittagsschicht,13.07.2016,1
ID40885,Nachmittagsschicht,18.07.2016,1
ID40885,Nachmittagsschicht,22.07.2016,1
ID40885,Nachmittagsschicht,23.07.2016,1
ID40885,Nachmittagsschicht,27.07.2016,1
ID40885,Nachmittagsschicht,04.08.2016,1
ID40885,Nachmittagsschicht,05.08.2016,1
ID40885,Nachmittagsschicht,09.08.2016,1
ID40885,Nachmittagsschicht,27.08.2016,1
ID40885,Nachmittagsschicht,29.08.2016,1
ID40885,Nachmittagsschicht,30.08.2016,1
ID40885,Nachmittagsschicht,14.09.2016,1
ID40885,Nachmittagsschicht,22.10.2016,1
ID40885,Nachmittagsschicht,28.10.2016,1
ID40885,Nachmittagsschicht,29.10.2016,1
ID40885,Nachmittagsschicht,12.11.2016,1
ID61102,Nachmittagsschicht,16.08.2016,1
ID61102,Nachmittagsschicht,18.08.2016,1
ID61102,Nachmittagsschicht,20.08.2016,1
ID61102,Nachmittagsschicht,22.08.2016,1
ID61102,Nachmittagsschicht,24.08.2016,1
ID61102,Nachmittagsschicht,25.08.2016,1
ID61102,Nachmittagsschicht,26.08.2016,1
ID61102,Nachmittagsschicht,01.09.2016,1
ID61102,Nachmittagsschicht,02.09.2016,1
ID61102,Nachmittagsschicht,03.09.2016,1
ID61102,Nachmittagsschicht,06.09.2016,1
ID61102,Nachmittagsschicht,10.09.2016,1
ID61102,Nachmittagsschicht,13.09.2016,1
ID61102,Nachmittagsschicht,21.09.2016,1
ID61102,Nachmittagsschicht,29.09.2016,1
ID61102,Nachmittagsschicht,05.10.2016,1
ID95605,Morgenschicht,31.01.2015,1
ID95605,Morgenschicht,27.08.2016,1
ID95605,Morgenschicht,06.09.2016,1
ID95605,Morgenschicht,08.09.2016,1
ID95605,Morgenschicht,10.09.2016,1
ID95605,Morgenschicht,23.09.2016,1
ID95605,Morgenschicht,05.10.2016,1
ID95605,Morgenschicht,11.10.2016,1
ID95605,Morgenschicht,25.10.2016,1
ID95605,Morgenschicht,23.11.2016,1
ID95605,Morgenschicht,25.11.2016,1
ID95605,Morgenschicht,01.12.2016,1
ID95605,Morgenschicht,05.12.2016,1
ID95605,Morgenschicht,07.12.2016,1
ID95605,Morgenschicht,09.12.2016,1
ID95605,Morgenschicht,11.01.2017,1
ID95605,Morgenschicht,24.01.2017,1
ID95605,Morgenschicht,04.02.2017,1
ID95605,Morgenschicht,11.02.2017,1
ID95605,Morgenschicht,18.02.2017,1
ID95605,Morgenschicht,07.03.2017,1
ID95605,Morgenschicht,09.03.2017,1
ID95605,Morgenschicht,10.03.2017,1
ID95605,Morgenschicht,18.03.2017,1
ID95605,Morgenschicht,21.03.2017,1
ID95605,Morgenschicht,28.03.2017,1
ID95605,Morgenschicht,29.03.2017,1
ID95605,Morgenschicht,11.04.2017,1
ID95605,Morgenschicht,13.04.2017,1
ID95605,Morgenschicht,17.04.2017,1
ID95605,Morgenschicht,19.04.2017,1
ID95605,Nachmittagsschicht,26.08.2016,1
ID95605,Nachmittagsschicht,02.09.2016,1
ID95605,Nachmittagsschicht,09.09.2016,1
ID95605,Nachmittagsschicht,24.09.2016,1
ID95605,Nachmittagsschicht,11.11.2016,1
ID95605,Nachmittagsschicht,15.11.2016,1
ID95605,Nachmittagsschicht,16.11.2016,1
ID95605,Nachmittagsschicht,17.11.2016,1
ID95605,Nachmittagsschicht,26.11.2016,1
ID95605,Nachmittagsschicht,03.12.2016,1
ID95605,Nachmittagsschicht,06.12.2016,1
ID95605,Nachmittagsschicht,09.01.2017,1
ID95605,Nachmittagsschicht,12.01.2017,1
ID95605,Nachmittagsschicht,14.01.2017,1
ID95605,Nachmittagsschicht,27.01.2017,1
ID95605,Nachmittagsschicht,20.02.2017,1
ID95605,Nachmittagsschicht,21.02.2017,1
ID95605,Nachmittagsschicht,23.02.2017,1
ID95605,Nachmittagsschicht,24.02.2017,1
ID95605,Nachmittagsschicht,25.02.2017,1
ID95605,Nachmittagsschicht,08.03.2017,1
ID95605,Nachmittagsschicht,24.03.2017,1
ID95605,Nachmittagsschicht,10.04.2017,1
ID95605,Nachmittagsschicht,20.04.2017,1
ID95605,Nachmittagsschicht,21.04.2017,1
ID78052,Morgenschicht,30.08.2016,1
ID78052,Morgenschicht,05.09.2016,1
ID78052,Morgenschicht,20.10.2016,1
ID78052,Morgenschicht,29.10.2016,1
ID78052,Morgenschicht,02.12.2016,1
ID78052,Morgenschicht,26.01.2017,1
ID78052,Morgenschicht,08.02.2017,1
ID78052,Morgenschicht,16.02.2017,1
ID78052,Morgenschicht,22.02.2017,1
ID78052,Morgenschicht,20.03.2017,1
ID78052,Morgenschicht,23.03.2017,1
ID78052,Morgenschicht,03.04.2017,1
ID78052,Morgenschicht,09.05.2017,1
ID78052,Morgenschicht,17.05.2017,1
ID78052,Morgenschicht,26.05.2017,1
ID78052,Morgenschicht,09.06.2017,1
ID78052,Morgenschicht,26.06.2017,1
ID78052,Morgenschicht,01.07.2017,1
ID78052,Morgenschicht,05.07.2017,1
ID78052,Morgenschicht,07.07.2017,1
ID78052,Morgenschicht,11.07.2017,1
